CellSize:7.0,
X,Y,Stars,Label,Col,
3,93,0,Star,-1,
3,94,0,Star,-1,
3,95,0,Star,-1,
3,96,0,Star,-1,
3,97,0,Star,-1,
3,98,0,Star,-1,
3,99,0,Star,-1,
3,100,0,Star,-1,
3,101,0,Star,-1,
3,102,0,Star,-1,
3,103,0,Star,-1,
3,104,0,Star,-1,
3,105,0,Star,-1,
3,106,0,Star,-1,
3,107,0,Star,-1,
3,108,0,Star,-1,
4,0,0,Super Nova,-2231822,
4,1,0,Super Nova,-2231822,
4,2,0,Super Nova,-2231822,
4,3,0,Super Nova,-2231822,
4,4,0,Super Nova,-2231822,
4,5,0,Super Nova,-2231822,
4,6,0,Super Nova,-2231822,
4,7,0,Super Nova,-2231822,
4,8,0,Super Nova,-2231822,
4,9,0,Super Nova,-2231822,
4,10,0,Super Nova,-2231822,
4,11,0,Super Nova,-2231822,
4,12,0,Super Nova,-2231822,
4,13,0,Super Nova,-2231822,
4,14,0,Super Nova,-2231822,
4,15,0,Super Giant,-5113968,
4,16,0,Super Giant,-5113968,
4,17,0,Super Giant,-5113968,
4,18,0,Super Giant,-5113968,
4,19,0,Super Giant,-5113968,
4,20,0,Super Giant,-5113968,
4,21,0,Super Giant,-5113968,
4,22,0,Super Giant,-5113968,
4,23,0,Super Giant,-5113968,
4,24,0,Super Giant,-5113968,
4,25,0,Star,-1,
4,26,0,Star,-1,
4,27,0,Star,-1,
4,28,0,Star,-1,
4,29,0,Star,-1,
4,30,0,Star,-1,
4,31,0,Star,-1,
4,32,0,Star,-1,
4,33,0,Star,-1,
4,34,0,Star,-1,
4,35,0,Star,-1,
4,36,0,Star,-1,
4,37,0,Star,-1,
4,38,0,Star,-1,
4,39,0,Star,-1,
4,40,0,Star,-1,
4,41,0,Star,-1,
4,42,0,Star,-1,
4,43,0,Star,-1,
4,44,0,Star,-1,
4,45,0,Star,-1,
4,46,0,Star,-1,
4,47,0,Star,-1,
4,48,0,Star,-1,
4,49,0,Star,-1,
4,50,0,Star,-1,
4,51,0,Star,-1,
4,52,0,Star,-1,
4,53,0,Star,-1,
4,54,0,Star,-1,
4,55,0,Star,-1,
4,56,0,Star,-1,
4,57,0,Star,-1,
4,58,0,Star,-1,
4,59,0,Star,-1,
4,60,0,Star,-1,
4,61,0,Star,-1,
4,62,0,Star,-1,
4,63,0,Star,-1,
4,64,0,Star,-1,
4,65,0,Dwarf,-278061,
4,66,0,Dwarf,-278061,
4,67,0,Dwarf,-278061,
4,68,0,Dwarf,-278061,
4,69,0,Dwarf,-278061,
4,70,0,Dwarf,-278061,
4,71,0,Dwarf,-278061,
4,72,0,Dwarf,-278061,
4,73,0,Dwarf,-278061,
4,74,0,Dwarf,-278061,
4,75,0,Dwarf,-278061,
4,76,0,Dwarf,-278061,
4,77,0,Dwarf,-278061,
4,78,0,Dwarf,-278061,
4,79,0,Dwarf,-278061,
4,80,0,Dwarf,-278061,
4,81,0,Dwarf,-278061,
4,82,0,Dwarf,-278061,
4,83,0,Dwarf,-278061,
4,84,0,Dwarf,-278061,
4,85,0,Dwarf,-278061,
4,86,0,Dwarf,-278061,
4,87,0,Star,-1,
4,88,0,Star,-1,
4,89,0,Star,-1,
4,90,0,Star,-1,
4,91,0,Star,-1,
4,92,0,Star,-1,
4,93,0,Star,-1,
4,94,0,Star,-1,
4,95,0,Star,-1,
4,96,0,Star,-1,
4,97,0,Star,-1,
4,98,0,Star,-1,
4,99,0,Star,-1,
4,100,0,Star,-1,
4,101,0,Star,-1,
4,102,0,Star,-1,
4,103,0,Star,-1,
4,104,0,Star,-1,
4,105,0,Star,-1,
4,106,0,Star,-1,
4,107,0,Star,-1,
4,108,0,Star,-1,
5,0,0,Super Nova,-2231822,
5,1,0,Super Nova,-2231822,
5,2,0,Super Nova,-2231822,
5,3,0,Super Nova,-2231822,
5,4,0,Super Nova,-2231822,
5,5,0,Super Nova,-2231822,
5,6,0,Super Nova,-2231822,
5,7,0,Super Nova,-2231822,
5,8,0,Super Nova,-2231822,
5,9,0,Super Nova,-2231822,
5,10,0,Super Nova,-2231822,
5,11,0,Super Nova,-2231822,
5,12,0,Super Nova,-2231822,
5,13,0,Super Nova,-2231822,
5,14,0,Super Nova,-2231822,
5,15,0,Super Giant,-5113968,
5,16,0,Super Giant,-5113968,
5,17,0,Super Giant,-5113968,
5,18,0,Super Giant,-5113968,
5,19,0,Super Giant,-5113968,
5,20,0,Super Giant,-5113968,
5,21,0,Super Giant,-5113968,
5,22,0,Super Giant,-5113968,
5,23,0,Super Giant,-5113968,
5,24,0,Super Giant,-5113968,
5,25,0,Star,-1,
5,26,0,Star,-1,
5,27,0,Star,-1,
5,28,0,Star,-1,
5,29,0,Star,-1,
5,30,0,Star,-1,
5,31,0,Star,-1,
5,32,0,Star,-1,
5,33,0,Star,-1,
5,34,0,Star,-1,
5,35,0,Star,-1,
5,36,0,Star,-1,
5,37,0,Star,-1,
5,38,0,Star,-1,
5,39,0,Star,-1,
5,40,0,Star,-1,
5,41,0,Star,-1,
5,42,0,Star,-1,
5,43,0,Star,-1,
5,44,0,Star,-1,
5,45,0,Star,-1,
5,46,0,Star,-1,
5,47,0,Star,-1,
5,48,0,Star,-1,
5,49,0,Star,-1,
5,50,0,Star,-1,
5,51,0,Star,-1,
5,52,0,Star,-1,
5,53,0,Star,-1,
5,54,0,Star,-1,
5,55,0,Star,-1,
5,56,0,Star,-1,
5,57,0,Star,-1,
5,58,0,Star,-1,
5,59,0,Star,-1,
5,60,0,Star,-1,
5,61,0,Star,-1,
5,62,0,Star,-1,
5,63,0,Star,-1,
5,64,0,Star,-1,
5,65,0,Dwarf,-278061,
5,66,0,Dwarf,-278061,
5,67,0,Dwarf,-278061,
5,68,0,Dwarf,-278061,
5,69,0,Dwarf,-278061,
5,70,0,Dwarf,-278061,
5,71,0,Dwarf,-278061,
5,72,0,Dwarf,-278061,
5,73,0,Dwarf,-278061,
5,74,0,Dwarf,-278061,
5,75,0,Dwarf,-278061,
5,76,0,Dwarf,-278061,
5,77,0,Dwarf,-278061,
5,78,0,Dwarf,-278061,
5,79,0,Dwarf,-278061,
5,80,0,Dwarf,-278061,
5,81,0,Dwarf,-278061,
5,82,0,Dwarf,-278061,
5,83,0,Dwarf,-278061,
5,84,0,Dwarf,-278061,
5,85,0,Dwarf,-278061,
5,86,0,Dwarf,-278061,
5,87,0,Dwarf,-278061,
5,88,0,Star,-1,
5,89,0,Star,-1,
5,90,0,Star,-1,
5,91,0,Star,-1,
5,92,0,Star,-1,
5,93,0,Star,-1,
5,94,0,Star,-1,
5,95,0,Star,-1,
5,96,0,Star,-1,
5,97,0,Star,-1,
5,98,0,Star,-1,
5,99,0,Star,-1,
5,100,0,Star,-1,
5,101,0,Star,-1,
5,102,0,Star,-1,
5,103,0,Star,-1,
5,104,0,Star,-1,
5,105,0,Star,-1,
5,106,0,Star,-1,
5,107,0,Star,-1,
5,108,0,Star,-1,
6,0,0,Super Nova,-2231822,
6,1,0,Super Nova,-2231822,
6,2,0,Super Nova,-2231822,
6,3,0,Super Nova,-2231822,
6,4,0,Super Nova,-2231822,
6,5,0,Super Nova,-2231822,
6,6,0,Super Nova,-2231822,
6,7,0,Super Nova,-2231822,
6,8,0,Super Nova,-2231822,
6,9,0,Super Nova,-2231822,
6,10,0,Super Nova,-2231822,
6,11,0,Super Nova,-2231822,
6,12,0,Super Nova,-2231822,
6,13,0,Super Nova,-2231822,
6,14,0,Super Nova,-2231822,
6,15,0,Super Giant,-5113968,
6,16,0,Super Giant,-5113968,
6,17,0,Super Giant,-5113968,
6,18,0,Super Giant,-5113968,
6,19,0,Super Giant,-5113968,
6,20,0,Super Giant,-5113968,
6,21,0,Super Giant,-5113968,
6,22,0,Super Giant,-5113968,
6,23,0,Super Giant,-5113968,
6,24,0,Super Giant,-5113968,
6,25,0,Star,-1,
6,26,0,Star,-1,
6,27,0,Star,-1,
6,28,0,Star,-1,
6,29,0,Star,-1,
6,30,0,Star,-1,
6,31,0,Star,-1,
6,32,0,Star,-1,
6,33,0,Star,-1,
6,34,0,Star,-1,
6,35,0,Star,-1,
6,36,0,Star,-1,
6,37,0,Star,-1,
6,38,0,Star,-1,
6,39,0,Star,-1,
6,40,0,Star,-1,
6,41,0,Star,-1,
6,42,0,Star,-1,
6,43,0,Star,-1,
6,44,0,Star,-1,
6,45,0,Star,-1,
6,46,0,Star,-1,
6,47,0,Star,-1,
6,48,0,Star,-1,
6,49,0,Star,-1,
6,50,0,Star,-1,
6,51,0,Star,-1,
6,52,0,Star,-1,
6,53,0,Star,-1,
6,54,0,Star,-1,
6,55,0,Star,-1,
6,56,0,Star,-1,
6,57,0,Star,-1,
6,58,0,Star,-1,
6,59,0,Star,-1,
6,60,0,Star,-1,
6,61,0,Star,-1,
6,62,0,Star,-1,
6,63,0,Star,-1,
6,64,0,Star,-1,
6,65,0,Dwarf,-278061,
6,66,0,Dwarf,-278061,
6,67,0,Dwarf,-278061,
6,68,0,Dwarf,-278061,
6,69,0,Dwarf,-278061,
6,70,0,Dwarf,-278061,
6,71,0,Dwarf,-278061,
6,72,0,Dwarf,-278061,
6,73,0,Dwarf,-278061,
6,74,0,Dwarf,-278061,
6,75,0,Dwarf,-278061,
6,76,0,Dwarf,-278061,
6,77,0,Dwarf,-278061,
6,78,0,Dwarf,-278061,
6,79,0,Dwarf,-278061,
6,80,0,Dwarf,-278061,
6,81,0,Dwarf,-278061,
6,82,0,Dwarf,-278061,
6,83,0,Dwarf,-278061,
6,84,0,Dwarf,-278061,
6,85,0,Dwarf,-278061,
6,86,0,Dwarf,-278061,
6,87,0,Dwarf,-278061,
6,88,0,Dwarf,-278061,
6,89,0,Star,-1,
6,90,0,Star,-1,
6,91,0,Star,-1,
6,92,0,Star,-1,
6,93,0,Star,-1,
6,94,0,Star,-1,
6,95,0,Star,-1,
6,96,0,Star,-1,
6,97,0,Star,-1,
6,98,0,Star,-1,
6,99,0,Star,-1,
6,100,0,Star,-1,
6,101,0,Star,-1,
6,102,0,Star,-1,
6,103,0,Star,-1,
6,104,0,Star,-1,
6,105,0,Star,-1,
6,106,0,Star,-1,
6,107,0,Star,-1,
6,108,0,Star,-1,
7,0,0,Super Nova,-2231822,
7,1,0,Super Nova,-2231822,
7,2,0,Super Nova,-2231822,
7,3,0,Super Nova,-2231822,
7,4,0,Super Nova,-2231822,
7,5,0,Super Nova,-2231822,
7,6,0,Super Nova,-2231822,
7,7,0,Super Nova,-2231822,
7,8,0,Super Nova,-2231822,
7,9,0,Super Nova,-2231822,
